Product Link,Brand Name,Product Type,Country of Origin,Model No.,Frame Size,Frame Width,Frame Dimensions,Frame colour,Weight,Weight Group,Material,Frame Material,Temple Material,Frame Style,Frame Style Secondary,Collection,Product Warranty,Gender,Height,Condition,Temple Colour,Prescription Type,Manufacturer Details,Suited For,Glass Color
https://www.lenskart.com/lenskart-hustlr-lb-e14058-c23-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,India,LB E14058-W,"Medium
?",139 mm,50-20-145,Dark Night,"20 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Dark Night,,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-H-c39-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,India,LB E14058-W,"Medium
?",139 mm,49-21-150,GreyStone,"22 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,GreyStone,,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-xw-c54-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-XW,"Extra Wide
?",144 mm,52-20-150,Amethyst,"21 gm
?","Average
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Amethyst,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13526-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13526,"Medium
?",135 mm,51-17-135,Black,"15 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/lenskart-blu-lb-e18341-silver -eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E18341,"Extra Wide
?",144 mm,56-17-145,Gold,"21 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",,,,,Unisex,42 mm,New,Gold,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13526-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13526,"Medium
?",135 mm,51-17-135,Matte Grey,"15 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Matte Grey,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-c34-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,India,LB E14058-W,"Medium
?",139 mm,49-21-150,Navy,"22 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Navy,,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Navy Blue,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e18341-mattblack-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E18341,"Extra Wide
?",144 mm,56-17-145,Black,"21 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",,,,,Unisex,42 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-hustlr-screen-glasses-lb-e14058-w-frost-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-W,"Medium
?",139 mm,50-20-150,Frost,"18 gm
?",,TR90,"Non-Metal
?","TR90
?",,,,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Frost,No Power,,,
https://www.lenskart.com/blue-block-phone-computer-glasses-blue-transparent-full-rim-round-lenskart-blu-lb-e14061-c1.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14061,"Extra Wide
?",142 mm,52-20-142,Gray Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Colorful,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Blue Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16223-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16223,"Extra Narrow
?",128 mm,50-13-140,Black,"22 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-lb-e14058-w-c47-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,India,LB E14058-W,"Medium
?",139 mm,50-20-150,Ocean Blue,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Ocean Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13740-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13740,"Wide
?",139 mm,52-17-142,Black,"17 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,,No Power,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-xw-c3-eye.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-XW,"Extra Wide
?",144 mm,52-20-150,Dusty Rose,"21 gm
?","Average
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Lenskart HUSTLR,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Dusty Rose,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13526-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13526,"Medium
?",135 mm,51-17-135,Navy Blue,"15 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Navy Blue,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/lenskart-blu-lb-e16223-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E16223,"Extra Narrow
?",128 mm,50-13-140,Crystal Transparent,"22 gm
?","Average
?",TR90,"TR90
?","TR90
?",Colorful,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Transparent,No Power,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-xw-c3-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-XW,"Extra Wide
?",144 mm,52-20-150,Electric Green,"21 gm
?","Average
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Lenskart HUSTLR,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Electric Green,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Black,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,,No Power,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-n-c4-eye.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-N,"Narrow
?",134 mm,46-20-145,Dusty Rose,"19 gm
?","Light
?",TR90,"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Dusty Rose,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14063-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14061,"Extra Wide
?",142 mm,52-20-141,Gray Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Light Gray,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e17869-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E17869,"Extra Narrow
?",129 mm,48-18-144,Silver,"20 gm
?",,Stainless Steel,"Stainless Steel
?","Stainless Steel
?",,,,"1 Year Manufacturer Warranty
?",Unisex,41 mm,New,Silver,No Power,,,
https://www.lenskart.com/vincent-chase-vc-e13527-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E13527,"Medium
?",137 mm,53-17-140,Black,"13 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Red,No Power,Baofeng Framekart Technology Limited,,
https://www.lenskart.com/lenskart-blu-lb-e16384-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E16384,"Narrow
?",131 mm,50-18-135,Black,"20 gm
?","Light
?",Stainless Steel,"Stainless Steel
?","Rubberized
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,47 mm,New,Red,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e17492-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E17492,"Extra Wide
?",148 mm,57-18-142,Gunmetal,"24 gm
?","Average
?",Stainless Steel,"Stainless Steel
?","Stainless Steel
?",,,BLU COMPUTER GLASSES,"1 Year Manufacturer Warranty
?",Unisex,45 mm,New,Gunmetal,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e16059-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E16059,"Narrow
?",131 mm,48-19-140,Black,"24 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,46 mm,New,Dark Night,No Power,,,
https://www.lenskart.com/transparent-full-rim-round-small-size-49-john-jacobs-rich-acetate-jj-e10118-c7-eyeglasses-dup.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E10118,"Medium
?",135 mm,49-20-140,Crystal Transparent,"23 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Italian Acetate
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Transparent,No Power,,,
https://www.lenskart.com/blue-transparent-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13003-c1-smartphone-pc-eyeglasses-143564.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E13003,"Medium
?",134 mm,50-17-140,Blue Transparent,"21 gm
?","Light
?",Italian Acetate,"Italian Acetate
?","Italian Acetate
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Navy Blue,,,,
https://www.lenskart.com/transparent-full-rim-round-small-size-48-john-jacobs-rich-acetate-jj-e12784-c2-eyeglasses-dup.html,John Jacobs Screen Glasses,Eyeglasses,,JJ E12784,"Medium
?",134 mm,48-19-145,Crystal Transparent,"23 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Italian Acetate
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Transparent,No Power,,,
https://www.lenskart.com/green-transparent-full-rim-round-medium-size-51-john-jacobs-rich-acetate-jj-e10229-c8-eyeglasses-dup.html,John Jacobs Screen Glasses,Eyeglasses,,JJ E10229,"Wide
?",140 mm,51-18-140,Green Transparent,"24 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Acetate
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Green Transparent,No Power,,,
https://www.lenskart.com/black-full-rim-cat-eye-large-size-54-john-jacobs-rich-acetate-jj-e10231-c1-neweyeglasses.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E10231,"Wide
?",138 mm,54-17-140,Black,"24 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Italian Acetate
?",Premium,Youth,Others,"1 Year Manufacturer Warranty
?",Women,38 mm,New,,No Power,,,
https://www.lenskart.com/sky-blue-full-rim-cat-eye-medium-size-51-john-jacobs-tr-flex-jj-2239-c10-dup-eyeglasses.html,John Jacobs Screen Glasses,Eyeglasses,,JJ 2239,"Narrow
?",133 mm,51-15-140,Sky Blue,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Premium,Youth,Others,"1 Year Manufacturer Warranty
?",Women,38 mm,New,Sky Blue,No Power,,,
https://www.lenskart.com/green-transparent-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13004-c1-smartphone-pc-eyeglasses-143566.html,John Jacobs Screen Glasses,Zero Power Screen Glasses,,JJ E13004,"Narrow
?",133 mm,51-17-140,Green Transparent,"23 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Italian Acetate
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Light Green,No Power,,,
https://www.lenskart.com/transparent-full-rim-cat-eye-large-size-55-john-jacobs-rich-acetate-jj-e11083-c9-eyeglasses-dup.html,John Jacobs Screen Glasses,Eyeglasses,,JJ E11083,"Wide
?",138 mm,55-16-140,Crystal Transparent,"22 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Italian Acetate
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Women,42 mm,New,Transparent,,,,
https://www.lenskart.com/lenskart-blu-lb-e13736-c4-computer.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13736,"Medium
?",137 mm,49-19-140,Olive Green,,,TR90 (Flexible Light-Weight),"TR90
?","TR90
?",,,Others,,Unisex,,New,Olive Green,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13737-c3-computer.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E13737,"Wide
?",140 mm,53-17-142,Gray Transparent,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/golden-tortoise-full-rim-rectangle-large-size-55-john-jacobs-rich-acetate-jj-e12655-c2-neweyeglasses.html,John Jacobs Screen Glasses,Eyeglasses,,JJ E12655,"Narrow
?",130 mm,55-18-140,Light Brown,"21 gm
?","Average
?",Italian Acetate,"Italian Acetate
?","Stainless Steel
?",Premium,Premium,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Gold,No Power,,,
https://www.lenskart.com/brown-tortoise-golden-full-rim-rectangle-medium-size-53-john-jacobs-tr-flex-jj-e11499-c3-neweyeglasses.html,John Jacobs Screen Glasses,Eyeglasses,,JJ E11499,"Medium
?",135 mm,53-17-145,Light Brown,"15 gm
?","Light
?",TR90,"TR90
?","Stainless Steel
?",Premium,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Golden Brown,No Power,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-hl-c1-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-XW,"Extra Wide
?",144 mm,51-21-150,Blue sky,"21 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Blue sky,No Power,,,
https://www.lenskart.com/brown-tortoise-golden-full-rim-rectangle-medium-size-53-john-jacobs-tr-flex-jj-e11500-c3-neweyeglasses.html,John Jacobs Screen Glasses,Eyeglasses,,JJ E11500,"Wide
?",139 mm,53-19-145,Light Brown,"16 gm
?","Light
?",TR90,"TR90
?","Stainless Steel
?",Premium,Youth,Others,"1 Year Manufacturer Warranty
?",Unisex,40 mm,New,Golden Brown,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e13533-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E13533,"Wide
?",138 mm,52-17-145,Green,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","Stainless Steel
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-hustlr-lb-e14058-h-xw-c2-eyeglasses.html,Lenskart Hustlr Screen Glasses,Zero Power Screen Glasses,,LB E14058-XW,"Extra Wide
?",144 mm,51-21-150,GreyStone,"21 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Light-Weight,Lenskart HUSTLR,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,GreyStone,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14062-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14061,"Extra Wide
?",142 mm,52-20-141,Pink Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Light-Weight,Colorful,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Baby Pink,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14067-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E14067,"Medium
?",136 mm,51-18-142,,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Navy Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14131-c1-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14131,"Narrow
?",130 mm,48-20-142,Silver,"21 gm
?","Average
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Silver,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14131-c4-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14131,"Narrow
?",130 mm,48-20-142,Black,"21 gm
?","Average
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14131-c2-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14131,"Narrow
?",130 mm,48-20-142,Gold,"21 gm
?","Average
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14131-c3-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,,LB E14131,"Narrow
?",130 mm,48-20-142,Red,"21 gm
?","Average
?",Stainless Steel (Simple Matte & Shiny),"Stainless Steel
?","Stainless Steel
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,44 mm,New,Red,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14067-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14067,"Medium
?",136 mm,51-18-142,Gray Transparent,"19 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Gray Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14240-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14240,"Medium
?",134 mm,49-19-142,Black,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14240-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14240,"Medium
?",134 mm,49-19-142,Blue Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,42 mm,New,Blue Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14241-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14241,"Wide
?",140 mm,53-17-142,Gray Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Gray Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14241-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14241,"Wide
?",140 mm,53-17-142,Gray Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,38 mm,New,Gray Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14242-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14242,"Medium
?",134 mm,52-15-142,Gray Transparent,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Gray Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14244-c1-eyeglasse.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14244,"Medium
?",135 mm,48-20-142,Gray Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Gray Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14242-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14242,"Medium
?",134 mm,52-15-142,Brown Transparent,"17 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Standard,Standard,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Brown Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14255,"Medium
?",137 mm,53-17-140,Black,"17 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Red,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14255,"Medium
?",137 mm,53-17-140,Black,"17 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Sky Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14270-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14270,"Medium
?",136 mm,52-15-142,Black,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14242-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14242,"Medium
?",134 mm,52-15-142,White,"17 gm
?",,TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Gray Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,China,LB E14255,"Medium
?",137 mm,53-17-140,Black,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,37 mm,New,Red,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14270-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14270,"Medium
?",136 mm,52-15-142,Crystal Transparent,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,36 mm,New,Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14271-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14271,"Extra Wide
?",143 mm,52-20-141,Crystal Transparent,"18 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,43 mm,New,Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14270-c5-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14270,"Medium
?",136 mm,52-15-142,Brown Transparent,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Brown Transparent,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14270-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14270,"Medium
?",136 mm,52-15-142,Purple,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Women,35 mm,New,Purple,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14283-c3-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14283,"Medium
?",135 mm,52-15-142,Black Blue,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Midnight Blue,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14270-c2-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14270,"Medium
?",136 mm,52-15-142,Green,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Light Green,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14283-c4-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14283,"Medium
?",135 mm,52-15-142,Black,"15 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Black,No Power,,,
https://www.lenskart.com/lenskart-blu-lb-e14283-c1-eyeglasses.html,Lenskart BLU Screen Glasses,Zero Power Screen Glasses,India,LB E14283,"Medium
?",135 mm,52-15-142,Red,"16 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Reading,Reading,Others,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Red,No Power,,,
