Product Link,Brand Name,Product Type,Model No.,Frame Size,Frame Width,Frame Dimensions,Frame colour,Weight,Weight Group,Material,Frame Material,Temple Material,Prescription Type,Frame Style,Frame Style Secondary,Collection,Product Warranty,Gender,Height,Condition,Temple Colour,Country of Origin,Manufacturer Details,,Suited For,Glass Color,Lens Technology,Lens Material,Power
https://www.lenskart.com/hooper-hp-e15084m-c7-eyeglass.html,Hooper,Eyeglasses,HP E15084M,"5-8 yrs
?",119 mm,44-16-125,Sky Blue,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Single Vision,Colorful,Light-Weight,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,34 mm,New,Baby Pink,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15083l-c10-eyeglasses.html,Hooper,Eyeglasses,HP E15083L,"8-12 yrs
?",125 mm,46-18-125,Purple,"14 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Colorful,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,39 mm,New,Demi,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17239m-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17239M,"2-5 yrs
?",119 mm,46-15-130,Light Gray,"11 gm
?",,Ultem,"Polycarbonate
?","Ultem
?",Bifocal / Progressive,,,Hooper Skool,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Light Gray,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e-16272-c1-eyeglasses.html,Hooper,Eyeglasses,LK E16272,"5-8 yrs
?",120 mm,44-16-125,Red,"12 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Premium,Hooper IP,,Kids,33 mm,New,Red,China,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10004m-black-eyeglasses.html,Hooper,Eyeglasses,HP E10004M,"5-8 yrs
?",120 mm,44-16-125,Black,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,34 mm,New,Black,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e-16256-c1-eyeglasses.html,Hooper,Eyeglasses,LK E16256,"5-8 yrs
?",122 mm,47-14-130,Black,"14 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Premium,Hooper IP,,Kids,32 mm,New,Black,China,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e16999-l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E16999-L,"8-12 yrs
?",130 mm,49-16-135,Black,"18 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Kids,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,36 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17904-blue-lagoon-eyeglasses.html,Hooper,Eyeglasses,LK E17904,"8-12 yrs
?",128 mm,48-17-135,Blue Lagoon,"17 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Navy Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15083m-c4-eyeglass.html,Hooper,Eyeglasses,HP E15083M,"5-8 yrs
?",121 mm,44-18-125,Orange Transparent,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Single Vision,Colorful,Light-Weight,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Orange,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10004l-black-eyeglasses.html,Hooper,Eyeglasses,HP E10004L,"8-12 yrs
?",124 mm,46-16-125,Black,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,36 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10004l-c9-eyeglasses.html,Hooper,Eyeglasses,HP E10004L,"8-12 yrs
?",125 mm,46-16-125,Black,"13 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Kids,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15083l-c4-eyeglasses.html,Hooper,Eyeglasses,HP E15083L,"8-12 yrs
?",126 mm,46-18-125,White,"14 gm
?","Light
?",TR,"TR
?","TR90
?",Bifocal / Progressive,Colorful,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,41 mm,New,Sky Blue,China,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hpe000740-c1  black-eyeglasses.html,Hooper,Eyeglasses,HPE000740,"8-12 yrs
?",126 mm,48-16-130,Black,"15 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper IP,"1 Year Manufacturer Warranty
?",Kids,35 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17242l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17242L,"5-8 yrs
?",124 mm,48-16-138,Black,"12 gm
?",,Ultem,"Polycarbonate
?","Ultem
?",Bifocal / Progressive,,,Hooper Skool,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10004m-lavender-eyeglasses.html,Hooper,Eyeglasses,HP E10004M,"5-8 yrs
?",120 mm,44-16-125,Lavendar,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,34 mm,New,Black,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10085m-black-eyeglasses.html,Hooper,Eyeglasses,HP E10085M,"5-8 yrs
?",121 mm,45-16-125,Navy Blue,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,33 mm,New,Navy Blue,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10014-c3-eyeglasses.html,Hooper,Eyeglasses,HP E10014,"5-8 yrs
?",120 mm,45-15-135,Green,"13 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,34 mm,New,Black,China,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17904-black-eyeglasses.html,Hooper,Eyeglasses,LK E17904,"8-12 yrs
?",128 mm,48-17-135,Black,"17 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hpe000739-c2 blue-eyeglasses.html,Hooper,Eyeglasses,HPE000739,"8-12 yrs
?",125 mm,47-16-130,Navy Blue,"18 gm
?",,Acetate,"Acetate
?","Silicone
?",Bifocal / Progressive,,,Hooper IP,"1 Year Manufacturer Warranty
?",Kids,33 mm,New,Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15011-sapphire-ace-eyeglasses.html,Hooper,Eyeglasses,HP E15011,"8-12 yrs
?",125 mm,45-18-135,Sapphire,"21 gm
?",,Acetate,"Acetate
?","Acetate
?",Bifocal / Progressive,,,Hooper Hustlr,,Unisex,38 mm,New,Sapphire,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17903-crystal-transparent-eyeglasses.html,Hooper,Eyeglasses,LK E17903,"8-12 yrs
?",129 mm,47-17-135,Crystal Transparent,"17 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,38 mm,New,Navy Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10004l-c5-eyeglass.html,Hooper,Eyeglasses,HP E10004L,"5-8 yrs
?",124 mm,46-16-125,Sky Blue,"13 gm
?","Light
?",TR,"TR
?","TR90
?",Bifocal / Progressive,Colorful,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,38 mm,New,Sky Blue,China,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10003xl-navy-blue-eyeglasses.html,Hooper,Eyeglasses,HP E10003XL,"Teens
?",130 mm,48-18-133,Navy Blue,"14 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,40 mm,New,Navy Blue,,,,"Teens
?",,,,
https://www.lenskart.com/hooper-hp-e16997-l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E16997-L,"8-12 yrs
?",129 mm,50-15-135,Light Gray,"16 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Kids,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,31 mm,New,Light Gray,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15083l-c6-eyeglass.html,Hooper,Eyeglasses,HP E15083L,"8-12 yrs
?",125 mm,46-18-125,Purple,"16 gm
?","Light
?",TR90,"TR90
?","TR90
?",Single Vision,Colorful,Light-Weight,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,38 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10085l-navy-blue-eyeglasses.html,Hooper,Eyeglasses,HP E10085L,"8-12 yrs
?",128 mm,47-17-125,Sky Blue,"14 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,35 mm,New,Purple,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10084l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E10084L,"Teens
?",131 mm,48-17-125,Purple,"13 gm
?","Light
?",TR,"TR
?","TR90
?",Bifocal / Progressive,Colorful,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,40 mm,New,Purple,China,,,"Teens
?",,,,
https://www.lenskart.com/hooper-hp-e17702-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17702,"Teens
?",132 mm,51-15-135,Sky Blue,"17 gm
?",,TR90,"Polycarbonate
?","Silicone
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Midnight Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10003l-black-eyeglasses.html,Hooper,Eyeglasses,HP E10003L,"8-12 yrs
?",125 mm,46-18-125,Navy Blue,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,39 mm,New,Navy Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e-16255-c1-eyeglasses.html,Hooper,Eyeglasses,LK E16255,"8-12 yrs
?",129 mm,48-17-135,Sky Blue,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Premium,Hooper IP,,Kids,38 mm,New,Red,China,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17902-black-eyeglasses.html,Hooper,Eyeglasses,LK E17902,"8-12 yrs
?",129 mm,50-15-135,Black,"17 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,35 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17239l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17239L,"5-8 yrs
?",124 mm,49-15-138,Gray Transparent,"12 gm
?","Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Kids,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,36 mm,New,Gray Transparent,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15084l-c5-eyeglass.html,Hooper,Eyeglasses,HP E15084L,"8-12 yrs
?",124 mm,46-16-125,Purple Transparent,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Single Vision,Colorful,Light-Weight,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,35 mm,New,Light Green,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17699-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17699,"8-12 yrs
?",130 mm,50-15-135,Sky Blue,"16 gm
?",,TR90,"Polycarbonate
?","Silicone
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,33 mm,New,Blue Lagoon,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17243l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17243L,"8-12 yrs
?",126 mm,50-14-138,Rose,"12 gm
?","Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Kids,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Baby Pink,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-hp-e15011-c6-new-eyeglasses.html,Hooper,Eyeglasses,HP E15011,"8-12 yrs
?",125 mm,46-18-130,Ocean Blue,"13 gm
?","Light
?",TR90 (Flexible Light-Weight),"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Light-Weight,Hooper Hustlr,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Ocean Blue,China,,,,,,,
https://www.lenskart.com/lenskart-lk-e17899-black-eyeglasses.html,Hooper,Eyeglasses,LK E17899,"5-8 yrs
?",121 mm,46-15-125,Black,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,32 mm,New,Black,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17704-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17704,"8-12 yrs
?",125 mm,47-16-135,Violet,"16 gm
?",,TR90,"TR90
?","Silicone
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Women,36 mm,New,Violet,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10006m-c7-eyeglasses.html,Hooper,Eyeglasses,HP E15085M,"5-8 yrs
?",120 mm,45-15-125,Green Transparent,"12 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,32 mm,New,Demi,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17640-m-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17640-M,"5-8 yrs
?",121 mm,47-14-125,Purple,"19 gm
?","Light
?",Acetate,"Acetate
?","Acetate
?",Single Vision,,,Hooper Skool,"1 Year Manufacturer Warranty
?",Women,34 mm,New,Purple,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e15085l-c6-eyeglass.html,Hooper,Eyeglasses,HP E15085L,"8-12 yrs
?",124 mm,47-15-125,Black,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Single Vision,Colorful,Light-Weight,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,32 mm,New,Purple,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e16999-l-c4-eyeglasses.html,Hooper,Eyeglasses,HP E16999-L,"8-12 yrs
?",130 mm,49-16-135,Crystal Transparent,"14 gm
?",,TR90,"Polycarbonate
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Crystal,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10082-c3-eyeglasses.html,Hooper,Eyeglasses,HP E10082,"5-8 yrs
?",120 mm,46-14-125,Black,"12 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Kids,Hooper Flex,"1 Year Manufacturer Warranty
?",Kids,32 mm,New,Navy Blue,China,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10084m-navy-blue-eyeglasses.html,Hooper,Eyeglasses,HP E10084M,"5-8 yrs
?",121 mm,45-16-125,Sky Blue,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,35 mm,New,Purple,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17703-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17703,"8-12 yrs
?",127 mm,48-16-135,Sky Blue,"17 gm
?",,TR90,"Polycarbonate
?","Silicone
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,37 mm,New,Midnight Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17242l-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17242L,"5-8 yrs
?",124 mm,48-16-138,Light Gray,"12 gm
?",,Ultem,"Polycarbonate
?","Ultem
?",Bifocal / Progressive,,,Hooper Skool,"1 Year Manufacturer Warranty
?",Unisex,39 mm,New,Light Gray,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10082m-black-eyeglasses.html,Hooper,Eyeglasses,HP E10082M,"5-8 yrs
?",122 mm,46-14-125,Black,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,33 mm,New,Red,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e18480-black-eyeglasses.html,Hooper,Eyeglasses,LK E18480,"Narrow
?",130 mm,50-18-136,Black,"20 gm
?",,TR90,"TR90
?","Acetate
?",Bifocal / Progressive,,,Hooper IP,,Unisex,36 mm,New,Black,,,,,,,,
https://www.lenskart.com/hooper-hp-e17239m-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17239M,"2-5 yrs
?",119 mm,46-15-130,Black,"11 gm
?",,Ultem,"Polycarbonate
?","Ultem
?",Bifocal / Progressive,,,Hooper Skool,"1 Year Manufacturer Warranty
?",Unisex,35 mm,New,Black,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17243m-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17243M,"5-8 yrs
?",123 mm,48-14-130,Purple,"11 gm
?",,Ultem,"Polycarbonate
?","Ultem
?",Bifocal / Progressive,,,Hooper Skool,"1 Year Manufacturer Warranty
?",Women,36 mm,New,Purple,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17700-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17700,"8-12 yrs
?",125 mm,47-16-135,Blue Transparent,"16 gm
?",,TR90,"Polycarbonate
?","Silicone
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,33 mm,New,Ocean Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17901-dark-grey-eyeglasses.html,Hooper,Eyeglasses,LK E17901,"5-8 yrs
?",124 mm,46-16-125,Dark Grey,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,36 mm,New,Grey,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10003m-navy-blue-eyeglasses.html,Hooper,Eyeglasses,HP E10003M,"5-8 yrs
?",122 mm,44-18-125,Blue,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,37 mm,New,Blue,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17900-crystal-transparent-eyeglasses.html,Hooper,Eyeglasses,LK E17900,"5-8 yrs
?",122 mm,46-16-125,Crystal Transparent,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,38 mm,New,Black,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17243m-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17243M,"5-8 yrs
?",122 mm,48-14-130,Rose,"11 gm
?","Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Kids,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,35 mm,New,Baby Pink,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e16997-l-c3-eyeglasses.html,Hooper,Eyeglasses,HP E16997-L,"8-12 yrs
?",128 mm,50-15-135,Sky Blue,"13 gm
?",,TR90,"Polycarbonate
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,32 mm,New,Sky Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17641-m-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17641-M,"5-8 yrs
?",122 mm,45-17-125,Purple Transparent,"18 gm
?","Light
?",Acetate,"Acetate
?","Acetate
?",Single Vision,Colorful,Youth,Hooper Skool,"1 Year Manufacturer Warranty
?",Women,38 mm,New,Purple Transparent,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10082l-dark-grey-eyeglasses.html,Hooper,Eyeglasses,HP E10082L,"8-12 yrs
?",125 mm,48-14-125,Gray,"14 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,34 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17902-crystal-transparent-eyeglasses.html,Hooper,Eyeglasses,LK E17902,"8-12 yrs
?",129 mm,50-15-135,Crystal Transparent,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,35 mm,New,Blue Lagoon,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e16082-c1-eyeglasses.html,Hooper,Eyeglasses,HP E16082,"5-8 yrs
?",127 mm,46-18-135,Brown Transparent,"15 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Colorful,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,40 mm,New,Demi,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e18468-black-eyeglasses.html,Hooper,Eyeglasses,LK E18468,"Extra Narrow
?",125 mm,47-17-140,Black,"22 gm
?",,Stainless Steel,"Acetate
?","Acetate
?",Bifocal / Progressive,,,Hooper IP,,Unisex,43 mm,New,Black,,,,,,,,
https://www.lenskart.com/hooper-hp-e17638-l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17638-L,"8-12 yrs
?",127 mm,49-16-130,Pink Transparent,"19 gm
?","Light
?",Acetate,"Acetate
?","Acetate
?",Single Vision,Colorful,Youth,Hooper Skool,"1 Year Manufacturer Warranty
?",Women,37 mm,New,Pink Transparent,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17641-l-c1-eyeglasses.html,Hooper,Eyeglasses,HP E17641-L,"8-12 yrs
?",128 mm,48-18-130,Purple Transparent,"21 gm
?","Average
?",Acetate,"Acetate
?","Acetate
?",Single Vision,Colorful,Youth,Hooper Skool,"1 Year Manufacturer Warranty
?",Women,40 mm,New,Purple Transparent,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e18481-blue-eyeglasses.html,Hooper,Eyeglasses,LK E18481,"Narrow
?",132 mm,51-15-136,Blue,"20 gm
?",,TR90,"TR90
?","Acetate
?",Bifocal / Progressive,,,Hooper IP,,Unisex,37 mm,New,Blue,,,,,,,,
https://www.lenskart.com/hooper-hp-e10085m-navy-blue-eyeglasses.html,Hooper,Eyeglasses,HP E10085M,"5-8 yrs
?",121 mm,45-16-125,Pink,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,33 mm,New,Purple,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10003l-black-eyeglass.html,Hooper,Eyeglasses,HP E10003L,"8-12 yrs
?",126 mm,46-18-125,Navy Blue,"13 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Flex,,Kids,39 mm,New,Dark Gray,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17638-l-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17638-L,"8-12 yrs
?",126 mm,49-16-130,Blue Transparent,"19 gm
?","Light
?",Acetate,"Acetate
?","Acetate
?",Single Vision,Colorful,Youth,Hooper Skool,"1 Year Manufacturer Warranty
?",Women,37 mm,New,Sky Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17244l-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17244L,"Teens
?",134 mm,48-18-145,Sky Blue,"14 gm
?","Feather Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Light-Weight,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,42 mm,New,Ocean Blue,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e10014l-c5-eyeglasses.html,Hooper,Eyeglasses,HP E10014L,"8-12 yrs
?",125 mm,47-15-135,Blue Transparent,"13 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Light-Weight,Light-Weight,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,36 mm,New,White,China,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17900-pink-transparent-eyeglasses.html,Hooper,Eyeglasses,LK E17900,"5-8 yrs
?",122 mm,46-16-125,Pink Transparent,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,38 mm,New,Pink,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e17901-blue-lagoon-eyeglasses.html,Hooper,Eyeglasses,LK E17901,"5-8 yrs
?",124 mm,46-16-125,Blue Lagoon,"16 gm
?",,TR90,"TR90
?","TR90
?",Bifocal / Progressive,,,Hooper Innovation,"1 Year Manufacturer Warranty
?",Kids,36 mm,New,Blue Lagoon,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17241m-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17241M,"5-8 yrs
?",121 mm,45-17-130,Sky Blue,"11 gm
?","Feather Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Light-Weight,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,36 mm,New,Sky Blue,,,,"5-8 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e-16274-c1-eyeglasses.html,Hooper,Eyeglasses,LK E16274,"5-8 yrs
?",120 mm,45-15-135,Gray Transparent,"13 gm
?","Light
?",TR90,"TR90
?","TR90
?",Bifocal / Progressive,Kids,Premium,Hooper IP,,Kids,33 mm,New,Demi,China,,,"5-8 yrs
?",,,,
https://www.lenskart.com/hooper-hp-e17240l-c2-eyeglasses.html,Hooper,Eyeglasses,HP E17240L,"8-12 yrs
?",129 mm,52-12-138,Light Gray,"11 gm
?","Feather Light
?",Ultem,"Ultem
?","Ultem
?",Bifocal / Progressive,Light-Weight,Kids,Hooper Skool,"1 Year Manufacturer Warranty
?",Kids,34 mm,New,Black,,,,"8-12 yrs
?",,,,
https://www.lenskart.com/lenskart-lk-e18482-black-eyeglasses.html,Hooper,Eyeglasses,LK E18482,"Extra Narrow
?",125 mm,47-16-136,Black,"20 gm
?",,TR90,"TR90
?","Acetate
?",Bifocal / Progressive,,,Hooper IP,,Unisex,33 mm,New,Black,,,,,,,,
